SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AVG_NOTE
126423,False,Cash loans,F,N,Y,0,90000.0,225000.0,15790.5,225000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.026392,-24336,365243,-14469.0,-4017,,True,False,False,True,True,False,,2.0,2,2,TUESDAY,11,False,False,False,False,False,False,XNA,,0.697803071422119,0.2837118826350007,0.0619,0.061,0.9796,,,0.0,0.1379,0.1667,,,,0.0365,,0.0,0.063,0.0633,0.9796,,,0.0,0.1379,0.1667,,,,0.0381,,0.0,0.0625,0.061,0.9796,,,0.0,0.1379,0.1667,,,,0.0372,,0.0,,block of flats,0.0414,Panel,No,0.0,0.0,0.0,0.0,-1224.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,2.0,0.4907574770285598
334771,True,Cash loans,F,N,Y,0,202500.0,576000.0,22450.5,576000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.008575,-14457,-6012,-123.0,-4055,,True,True,True,True,False,False,Core staff,2.0,2,2,SUNDAY,11,False,False,False,False,False,False,Culture,,0.0036303097552442,0.11911906455945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1782.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0613746871573471
254310,False,Cash loans,F,Y,Y,0,180000.0,472500.0,27126.0,472500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.010556,-20669,365243,-789.0,-4179,7.0,True,False,False,True,False,False,,2.0,3,3,WEDNESDAY,18,False,False,False,False,False,False,XNA,0.7903657309480782,0.6840712757018453,0.6496203111237195,0.0887,0.0556,0.9975,0.966,0.0671,0.08,0.0345,0.5417,0.0417,0.096,0.0656,0.1177,0.0309,0.0379,0.0903,0.0577,0.9975,0.9673,0.0677,0.0806,0.0345,0.5417,0.0417,0.0982,0.0716,0.1226,0.0311,0.0401,0.0895,0.0556,0.9975,0.9665,0.0675,0.08,0.0345,0.5417,0.0417,0.0976,0.0667,0.1198,0.0311,0.0387,reg oper account,block of flats,0.1293,Mixed,No,0.0,0.0,0.0,0.0,-664.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,4.0,0.7080191059245476
253637,False,Cash loans,F,Y,N,2,315000.0,706500.0,25159.5,706500.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.0228,-10782,-2387,-3929.0,-3434,6.0,True,True,False,True,False,False,Sales staff,4.0,2,2,SATURDAY,14,False,False,False,False,False,False,Trade: type 1,0.3453813613297911,0.5195306261281211,0.6296742509538716,0.0227,0.0245,0.9781,0.7008,0.0018,0.0,0.0862,0.0625,0.1042,0.0196,0.0185,0.0198,0.0,0.0,0.0168,0.0,0.9742,0.6602,0.0018,0.0,0.069,0.0417,0.0833,0.0178,0.0147,0.0095,0.0,0.0,0.0229,0.0245,0.9781,0.7048,0.0018,0.0,0.0862,0.0625,0.1042,0.0199,0.0188,0.0201,0.0,0.0,reg oper account,block of flats,0.0249,Wooden,No,0.0,0.0,0.0,0.0,-406.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.4981954128039279
152616,False,Revolving loans,F,N,Y,0,315000.0,202500.0,10125.0,202500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.072508,-17725,365243,-4327.0,-1255,,True,False,False,True,True,True,,2.0,1,1,THURSDAY,12,False,False,False,False,False,False,XNA,0.6234664347013342,0.6235864038587341,0.5849900404894085,0.1072,0.0542,0.9781,0.7008,0.0787,0.06,0.069,0.3542,0.3958,0.0,0.0874,0.1024,0.0,0.0437,0.063,0.0491,0.9762,0.6864,0.0428,0.0,0.0345,0.1667,0.2083,0.0,0.0551,0.0536,0.0,0.0,0.1083,0.0542,0.9781,0.7048,0.0792,0.06,0.069,0.3542,0.3958,0.0,0.0889,0.1042,0.0,0.0446,reg oper account,block of flats,0.0405,Block,No,0.0,0.0,0.0,0.0,-602.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.6106809596831589
257524,True,Cash loans,F,Y,Y,0,144000.0,254700.0,20250.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-9744,-1071,-3841.0,-816,1.0,True,True,False,True,False,False,Security staff,2.0,2,2,TUESDAY,18,False,False,False,False,False,False,Business Entity Type 3,0.24676647453106,0.4143625767502889,,0.066,0.0316,0.9771,0.6872,0.0156,0.0,0.1379,0.125,0.0,0.0,0.0538,0.0515,0.0,0.0196,0.0672,0.0328,0.9772,0.6994,0.0157,0.0,0.1379,0.125,0.0,0.0,0.0588,0.0536,0.0,0.0,0.0666,0.0316,0.9771,0.6914,0.0157,0.0,0.1379,0.125,0.0,0.0,0.0547,0.0524,0.0,0.02,reg oper account,block of flats,0.049,"Stone, brick",No,0.0,0.0,0.0,0.0,-295.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.33056452564067446
197838,False,Cash loans,F,N,Y,0,112500.0,135000.0,14670.0,135000.0,Family,Working,Higher education,Married,House / apartment,0.010006,-12580,-384,-4202.0,-4201,,True,True,True,True,True,False,Sales staff,2.0,2,2,SATURDAY,8,False,False,False,False,False,False,Self-employed,0.4034308297731432,0.522772139470035,0.5867400085415683,0.0619,0.0497,0.9831,0.7688,0.0701,0.0,0.1379,0.1667,0.2083,0.0703,0.0504,0.0527,0.0,0.0,0.063,0.0515,0.9831,0.7779,0.0708,0.0,0.1379,0.1667,0.2083,0.0719,0.0551,0.0549,0.0,0.0,0.0625,0.0497,0.9831,0.7719,0.0706,0.0,0.1379,0.1667,0.2083,0.0716,0.0513,0.0537,0.0,0.0,reg oper account,block of flats,0.0798,Panel,No,0.0,0.0,0.0,0.0,-216.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.5043143259282488
259651,True,Cash loans,F,N,Y,0,112500.0,677664.0,24471.0,585000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.006852,-18766,-12055,-7990.0,-2272,,True,True,False,True,False,False,IT staff,2.0,3,3,SUNDAY,7,False,False,False,False,False,False,Industry: type 7,0.0577386938019254,0.0002164563274892,0.3506958432829587,0.0371,0.0796,0.9891,0.7824,0.0577,0.0,0.1034,0.125,0.1667,0.1353,0.0303,0.0484,0.0,0.0,0.0378,0.0826,0.9891,0.7909,0.0583,0.0,0.1034,0.125,0.1667,0.1384,0.0331,0.0504,0.0,0.0,0.0375,0.0796,0.9891,0.7853,0.0581,0.0,0.1034,0.125,0.1667,0.1376,0.0308,0.0492,0.0,0.0,reg oper account,block of flats,0.0696,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,5.0,0.13621699780412444
141991,True,Cash loans,F,Y,N,0,135000.0,261648.0,15151.5,207000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.003813,-15578,-96,-7320.0,-996,14.0,True,True,False,True,False,True,Sales staff,2.0,2,2,WEDNESDAY,5,False,False,False,True,True,False,Trade: type 7,0.0647360078715976,0.0094882665608242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-338.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.0371121372162109
406505,True,Cash loans,F,N,Y,0,360000.0,1256400.0,44644.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006233,-13576,-759,-2672.0,-1339,,True,True,False,True,False,False,Managers,2.0,2,2,SUNDAY,13,False,False,False,False,False,False,Business Entity Type 3,0.3333881851441222,0.0198320296810995,0.2881295999178507,0.0742,0.0644,0.9752,,,0.0,0.1379,0.1667,,0.0519,,0.0698,,0.0118,0.0756,0.0668,0.9752,,,0.0,0.1379,0.1667,,0.0531,,0.0727,,0.0125,0.0749,0.0644,0.9752,,,0.0,0.1379,0.1667,,0.0528,,0.071,,0.012,,block of flats,0.0831,Panel,No,1.0,1.0,1.0,1.0,-706.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.21378327158102414
121084,False,Cash loans,M,Y,Y,1,157500.0,260640.0,30928.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.025164,-10370,-712,-428.0,-2824,11.0,True,True,False,True,False,False,Laborers,2.0,2,2,SATURDAY,10,False,False,False,False,False,False,Business Entity Type 3,,0.6199402652136964,0.3723336657058204,0.1124,0.0678,0.998,0.9728,0.0213,0.12,0.1034,0.375,0.4167,0.222,0.0916,0.1446,0.0,0.0449,0.1145,0.0704,0.998,0.9739,0.0215,0.1208,0.1034,0.375,0.4167,0.227,0.1001,0.1264,0.0,0.0475,0.1135,0.0678,0.998,0.9732,0.0214,0.12,0.1034,0.375,0.4167,0.2258,0.0932,0.1472,0.0,0.0458,reg oper account,block of flats,0.132,Panel,No,0.0,0.0,0.0,0.0,-2177.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,7.0,0.4961369654597584
100283,False,Cash loans,F,N,Y,0,135000.0,747000.0,38268.0,747000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-12585,-870,-6120.0,-4734,,True,True,False,True,False,False,Sales staff,2.0,2,2,SATURDAY,10,False,False,False,False,False,False,Self-employed,,0.6535724567257833,0.8327850252992314,0.0825,,0.9737,,,0.0,0.1379,0.1667,,,,0.0644,,0.0,0.084,,0.9737,,,0.0,0.1379,0.1667,,,,0.0671,,0.0,0.0833,,0.9737,,,0.0,0.1379,0.1667,,,,0.0656,,0.0,,block of flats,0.0506,"Stone, brick",No,4.0,1.0,4.0,1.0,-914.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,1.0,0.7431787410125074
201518,True,Cash loans,M,Y,Y,1,202500.0,348264.0,22387.5,315000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.018029,-14378,-1109,-2769.0,-5192,17.0,True,True,False,True,True,False,Drivers,3.0,3,3,SATURDAY,6,False,False,False,False,False,False,Business Entity Type 2,0.2018016265921128,0.4411837717046934,0.4848514754962666,0.1381,0.1357,0.9831,0.7688,0.0308,0.2,0.1724,0.3333,0.0417,,,0.1689,,0.0176,0.1408,0.1408,0.9831,0.7779,0.0311,0.2014,0.1724,0.3333,0.0417,,,0.176,,0.0186,0.1395,0.1357,0.9831,0.7719,0.031,0.2,0.1724,0.3333,0.0417,,,0.172,,0.0179,,block of flats,0.1535,Panel,No,4.0,1.0,4.0,1.0,-1672.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,8.0,0.37594562459769093
186589,False,Cash loans,F,N,Y,0,135000.0,641173.5,21316.5,553500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020713,-20949,365243,-609.0,-4003,,True,False,False,True,False,True,,1.0,3,2,TUESDAY,7,False,False,False,False,False,False,XNA,0.3158716594161747,0.5511834515710935,0.5442347412142162,0.0412,0.0241,0.994,0.9184,0.0085,0.04,0.0345,0.375,0.0417,0.0372,0.0336,0.05,0.0,0.0,0.042,0.025,0.9896,0.8628,0.0085,0.0403,0.0345,0.375,0.0417,0.0041,0.0367,0.0516,0.0,0.0,0.0416,0.0241,0.994,0.9195,0.0085,0.04,0.0345,0.375,0.0417,0.0378,0.0342,0.0509,0.0,0.0,reg oper account,block of flats,0.0398,Panel,No,6.0,0.0,6.0,0.0,-750.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,0.47042995073382815
226002,True,Cash loans,F,N,Y,0,202500.0,234000.0,8950.5,234000.0,Unaccompanied,Pensioner,Lower secondary,Widow,Municipal apartment,0.015221,-21954,365243,-10730.0,-3,,True,False,False,True,False,False,,1.0,2,2,THURSDAY,10,False,False,False,False,False,False,XNA,,0.2848766006328784,0.3409064264152384,0.0722,0.0647,0.9821,,,0.0,0.1379,0.1667,,0.0647,,0.0673,,0.0,0.0735,0.0672,0.9821,,,0.0,0.1379,0.1667,,0.0662,,0.0702,,0.0,0.0729,0.0647,0.9821,,,0.0,0.1379,0.1667,,0.0658,,0.0686,,0.0,,block of flats,0.0683,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,0.3128915135240584
218531,False,Cash loans,F,Y,Y,0,121500.0,814041.0,23931.0,679500.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.018209,-8856,-134,-5075.0,-1514,19.0,True,True,True,True,False,False,Core staff,1.0,3,3,FRIDAY,7,False,False,False,False,False,False,Mobile,0.2850072909397677,0.2869929260895497,0.4329616670974407,0.2016,0.1008,0.9771,0.6872,0.0042,0.0,0.1241,0.1667,0.2083,0.0462,0.1378,0.0751,0.0,0.0,0.1712,0.0871,0.9772,0.6994,0.0039,0.0,0.1034,0.1667,0.2083,0.0516,0.1497,0.0662,0.0,0.0,0.1718,0.084,0.9771,0.6914,0.0042,0.0,0.1034,0.1667,0.2083,0.0513,0.1402,0.0647,0.0,0.0,reg oper spec account,specific housing,0.05,"Stone, brick",No,5.0,0.0,5.0,0.0,-1413.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,4.0,0.33498729470891936
248740,False,Cash loans,F,Y,Y,0,225000.0,437818.5,25263.0,396000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.008068,-21644,365243,-11090.0,-5103,13.0,True,False,False,True,False,True,,2.0,3,3,MONDAY,7,False,False,False,False,False,False,XNA,0.8034118495827269,0.4489663400785151,0.4650692149562261,0.1031,,0.9796,,,0.0,0.2069,0.1667,,,,0.0887,,0.0,0.105,,0.9796,,,0.0,0.2069,0.1667,,,,0.0924,,0.0,0.1041,,0.9796,,,0.0,0.2069,0.1667,,,,0.0903,,0.0,,block of flats,0.0938,,No,0.0,0.0,0.0,0.0,-1947.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,2.0,0.5724824682058227
301863,True,Cash loans,M,N,Y,1,135000.0,269550.0,14620.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0088659999999999,-15826,-1197,-5790.0,-3381,,True,True,False,True,False,False,Laborers,2.0,2,2,FRIDAY,10,False,False,False,False,False,False,Construction,,0.4477710398214922,0.6658549219640212,0.0165,0.0623,0.9866,0.8164,0.0036,0.0,0.0345,0.1667,0.2083,0.0611,0.0092,0.0693,0.0193,0.013,0.0168,0.0647,0.9866,0.8236,0.0036,0.0,0.0345,0.1667,0.2083,0.0625,0.0101,0.0722,0.0195,0.0138,0.0167,0.0623,0.9866,0.8189,0.0036,0.0,0.0345,0.1667,0.2083,0.0622,0.0094,0.0705,0.0194,0.0133,reg oper account,block of flats,0.0572,"Stone, brick",No,1.0,0.0,1.0,0.0,-45.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,2.0,0.5568129808927567
218336,True,Revolving loans,M,Y,Y,0,180000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.025164,-10074,-999,-9714.0,-77,7.0,True,True,False,True,False,False,Laborers,2.0,2,2,MONDAY,15,False,False,False,False,False,False,Construction,,0.5940525367717542,,0.2216,0.0814,0.9866,0.8164,0.0131,0.24,0.2069,0.3333,0.375,0.0,0.1807,0.2182,0.0,0.0,0.2258,0.0845,0.9866,0.8236,0.0132,0.2417,0.2069,0.3333,0.375,0.0,0.1974,0.2273,0.0,0.0,0.2238,0.0814,0.9866,0.8189,0.0132,0.24,0.2069,0.3333,0.375,0.0,0.1838,0.2221,0.0,0.0,reg oper account,block of flats,0.1788,Others,No,4.0,0.0,4.0,0.0,-708.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.5940525367717542
152554,False,Cash loans,F,N,Y,0,99000.0,71955.0,7137.0,67500.0,Family,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-20539,365243,-8552.0,-3934,,True,False,False,True,False,False,,2.0,2,2,WEDNESDAY,12,False,False,False,False,False,False,XNA,,0.5813949325723964,0.6706517530862718,0.0732,0.0649,0.9776,0.6940000000000001,0.0078,0.0,0.1379,0.1667,0.2083,0.0567,0.0588,0.0613,0.0039,0.006,0.0746,0.0674,0.9777,0.706,0.0079,0.0,0.1379,0.1667,0.2083,0.058,0.0643,0.0638,0.0039,0.0064,0.0739,0.0649,0.9776,0.6981,0.0078,0.0,0.1379,0.1667,0.2083,0.0577,0.0599,0.0624,0.0039,0.0061,reg oper account,block of flats,0.0538,"Stone, brick",No,3.0,0.0,3.0,0.0,-706.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.626023342829334
129774,True,Cash loans,F,N,N,0,81000.0,448056.0,21919.5,315000.0,Unaccompanied,Working,Higher education,Married,With parents,0.020246,-9365,-264,-3082.0,-42,,True,True,False,True,False,False,Core staff,2.0,3,3,THURSDAY,14,False,False,False,False,False,False,Kindergarten,0.5334215107750436,0.5865322921066672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-648.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.5599769014408554
357714,True,Cash loans,M,N,Y,2,180000.0,106974.0,7146.0,94500.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-13581,365243,-791.0,-4361,,True,False,False,True,False,False,,4.0,2,2,WEDNESDAY,15,False,False,False,False,False,False,XNA,0.2625609833204388,0.1164120336116835,0.1393757800997895,0.0155,0.0,0.9737,0.6396,0.009,0.0,0.069,0.125,0.1667,,0.0126,0.0253,0.0039,0.0068,0.0158,0.0,0.9737,0.6537,0.009,0.0,0.069,0.125,0.1667,,0.0138,0.0263,0.0039,0.0072,0.0156,0.0,0.9737,0.6444,0.009,0.0,0.069,0.125,0.1667,,0.0128,0.0257,0.0039,0.0069,reg oper spec account,block of flats,0.0214,Block,No,1.0,0.0,1.0,0.0,-372.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.1727829323439706
154205,False,Revolving loans,F,N,Y,2,247500.0,315000.0,15750.0,315000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.04622,-11388,-353,-4707.0,-3459,,True,True,False,True,False,False,Core staff,4.0,1,1,FRIDAY,16,False,False,False,False,True,True,School,,0.7389105939362802,0.3825018041447388,0.1237,0.1126,0.9786,0.7076,0.0619,0.0,0.1034,0.1667,0.2083,0.0,0.1009,0.044,0.0,0.0,0.1261,0.1169,0.9786,0.7190000000000001,0.0624,0.0,0.1034,0.1667,0.2083,0.0,0.1102,0.0458,0.0,0.0,0.1249,0.1126,0.9786,0.7115,0.0623,0.0,0.1034,0.1667,0.2083,0.0,0.1026,0.0448,0.0,0.0,reg oper account,block of flats,0.0684,"Stone, brick",No,2.0,1.0,2.0,0.0,-153.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.5607061990405096
125673,False,Cash loans,M,Y,N,1,225000.0,343800.0,16852.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.02461,-13902,-1589,-3633.0,-4425,0.0,True,True,False,True,True,False,,2.0,2,2,THURSDAY,14,False,False,False,False,False,False,Self-employed,0.2971855627714701,0.5740704497581893,0.2314393514998941,0.066,0.0,0.9737,0.6396,,0.0,0.1379,0.125,0.1667,0.0223,0.053,0.0496,0.0039,0.0027,0.0672,0.0,0.9737,0.6537,,0.0,0.1379,0.125,0.1667,0.0228,0.0579,0.0517,0.0039,0.0029,0.0666,0.0,0.9737,0.6444,,0.0,0.1379,0.125,0.1667,0.0227,0.0539,0.0505,0.0039,0.0028,reg oper spec account,block of flats,0.0428,"Stone, brick",No,1.0,1.0,1.0,0.0,-1375.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.36756512134318453
340431,True,Cash loans,F,N,N,0,202500.0,735052.5,35491.5,657000.0,"Spouse, partner",Commercial associate,Lower secondary,Civil marriage,House / apartment,0.030755,-12997,-1447,-6966.0,-4012,,True,True,False,True,False,True,,2.0,2,2,THURSDAY,14,False,False,False,False,False,False,Self-employed,0.36661104555424,0.4797471887833373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-194.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,2.0,3.0,0.42317911716878864
195545,False,Cash loans,F,N,Y,1,108000.0,526491.0,22437.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-16247,-2794,-7611.0,-4772,,True,True,True,True,True,False,Sales staff,3.0,2,2,THURSDAY,13,False,False,False,False,False,False,Trade: type 7,0.576225894804216,0.7385687320835777,0.722392890081304,0.1814,0.06,0.9811,,,0.04,0.0345,0.3333,,0.0382,,0.1133,,0.0546,0.1849,0.0623,0.9811,,,0.0403,0.0345,0.3333,,0.0391,,0.1181,,0.0578,0.1832,0.06,0.9811,,,0.04,0.0345,0.3333,,0.0389,,0.1154,,0.0558,,block of flats,0.1013,"Stone, brick",No,3.0,0.0,3.0,0.0,-1651.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,2.0,0.6790625056563658
241508,False,Cash loans,F,N,Y,0,112500.0,256500.0,12015.0,256500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-21131,-11727,-788.0,-4689,,True,True,False,True,False,False,Core staff,2.0,2,2,MONDAY,15,False,False,False,False,False,False,Medicine,,0.6616274397809203,0.6512602186973006,0.1052,0.0891,0.9786,0.7076,0.0171,0.0,0.2069,0.1667,0.2083,0.1028,0.0857,0.0887,0.0,0.0175,0.1071,0.0925,0.9786,0.7190000000000001,0.0172,0.0,0.2069,0.1667,0.2083,0.1051,0.0937,0.0924,0.0,0.0185,0.1062,0.0891,0.9786,0.7115,0.0172,0.0,0.2069,0.1667,0.2083,0.1046,0.0872,0.0903,0.0,0.0179,reg oper account,block of flats,0.0735,"Stone, brick",No,4.0,0.0,3.0,0.0,-6.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.6564438292391104
